"Data-Hora";"Activa";"Valida̤̣o";"Reactiva Indutiva";"Valida̤̣o";"Reactiva Capacitiva";"Valida̤̣o";
"01-01-2014 00h15";473;0;132;0;0;0;
"01-01-2014 00h30";499;0;136;0;0;0;
"01-01-2014 00h45";505;0;140;0;0;0;
"01-01-2014 01h00";467;0;128;0;0;0;
"01-01-2014 01h15";493;0;136;0;0;0;
"01-01-2014 01h30";498;0;133;0;0;0;
"01-01-2014 01h45";488;0;136;0;0;0;
"01-01-2014 02h00";477;0;133;0;0;0;
"01-01-2014 02h15";490;0;138;0;0;0;
"01-01-2014 02h30";489;0;137;0;0;0;
"01-01-2014 02h45";491;0;141;0;0;0;
"01-01-2014 03h00";483;0;140;0;0;0;
"01-01-2014 03h15";500;0;141;0;0;0;
"01-01-2014 03h30";463;0;140;0;0;0;
"01-01-2014 03h45";461;0;142;0;0;0;
"01-01-2014 04h00";466;0;141;0;0;0;
"01-01-2014 04h15";458;0;138;0;0;0;
"01-01-2014 04h30";470;0;144;0;0;0;
"01-01-2014 04h45";474;0;145;0;0;0;
"01-01-2014 05h00";465;0;147;0;0;0;
"01-01-2014 05h15";452;0;146;0;0;0;
"01-01-2014 05h30";455;0;150;0;0;0;
"01-01-2014 05h45";440;0;141;0;0;0;
"01-01-2014 06h00";444;0;141;0;0;0;
"01-01-2014 06h15";457;0;142;0;0;0;
"01-01-2014 06h30";444;0;146;0;0;0;
"01-01-2014 06h45";431;0;155;0;0;0;
"01-01-2014 07h00";430;0;154;0;0;0;
"01-01-2014 07h15";431;0;154;0;0;0;
"01-01-2014 07h30";284;0;80;0;0;0;
"01-01-2014 07h45";272;0;67;0;0;0;
"01-01-2014 08h00";265;0;63;0;0;0;
"01-01-2014 08h15";263;0;65;0;0;0;
"01-01-2014 08h30";262;0;66;0;0;0;
"01-01-2014 08h45";277;0;66;0;0;0;
"01-01-2014 09h00";288;0;67;0;0;0;
"01-01-2014 09h15";292;0;70;0;0;0;
"01-01-2014 09h30";300;0;70;0;0;0;
"01-01-2014 09h45";293;0;67;0;0;0;
"01-01-2014 10h00";296;0;71;0;0;0;
"01-01-2014 10h15";301;0;70;0;0;0;
"01-01-2014 10h30";313;0;77;0;0;0;
"01-01-2014 10h45";320;0;81;0;0;0;
"01-01-2014 11h00";299;0;75;0;0;0;
"01-01-2014 11h15";308;0;87;0;0;0;
"01-01-2014 11h30";290;0;87;0;0;0;
"01-01-2014 11h45";295;0;81;0;0;0;
"01-01-2014 12h00";308;0;81;0;0;0;
"01-01-2014 12h15";319;0;77;0;0;0;
"01-01-2014 12h30";298;0;68;0;0;0;
"01-01-2014 12h45";306;0;65;0;0;0;
"01-01-2014 13h00";296;0;68;0;0;0;
"01-01-2014 13h15";304;0;68;0;0;0;
"01-01-2014 13h30";306;0;66;0;0;0;
"01-01-2014 13h45";312;0;70;0;0;0;
"01-01-2014 14h00";304;0;74;0;0;0;
"01-01-2014 14h15";394;0;115;0;0;0;
"01-01-2014 14h30";649;0;185;0;0;0;
"01-01-2014 14h45";571;0;169;0;0;0;
"01-01-2014 15h00";507;0;169;0;0;0;
"01-01-2014 15h15";498;0;161;0;0;0;
"01-01-2014 15h30";472;0;158;0;0;0;
"01-01-2014 15h45";463;0;151;0;0;0;
"01-01-2014 16h00";444;0;144;0;0;0;
"01-01-2014 16h15";435;0;149;0;0;0;
"01-01-2014 16h30";424;0;147;0;0;0;
"01-01-2014 16h45";436;0;148;0;0;0;
"01-01-2014 17h00";421;0;145;0;0;0;
"01-01-2014 17h15";381;0;125;0;0;0;
"01-01-2014 17h30";379;0;118;0;0;0;
"01-01-2014 17h45";366;0;110;0;0;0;
"01-01-2014 18h00";286;0;68;0;0;0;
"01-01-2014 18h15";278;0;67;0;0;0;
"01-01-2014 18h30";290;0;70;0;0;0;
"01-01-2014 18h45";305;0;66;0;0;0;
"01-01-2014 19h00";297;0;65;0;0;0;
"01-01-2014 19h15";331;0;67;0;0;0;
"01-01-2014 19h30";322;0;59;0;0;0;
"01-01-2014 19h45";318;0;56;0;0;0;
"01-01-2014 20h00";300;0;67;0;0;0;
"01-01-2014 20h15";293;0;63;0;0;0;
"01-01-2014 20h30";303;0;75;0;0;0;
"01-01-2014 20h45";312;0;92;0;0;0;
"01-01-2014 21h00";306;0;85;0;0;0;
"01-01-2014 21h15";304;0;72;0;0;0;
"01-01-2014 21h30";289;0;60;0;0;0;
