"Data-Hora";"Activa";"Valida̤̣o";"Reactiva Indutiva";"Valida̤̣o";"Reactiva Capacitiva";"Valida̤̣o";
"01-01-2013 00h15";1;0;0;0;0;0;
"01-01-2013 00h30";2;0;0;0;0;0;
"01-01-2013 00h45";1;0;0;0;0;0;
"01-01-2013 01h00";1;0;0;0;0;0;
"01-01-2013 01h15";2;0;0;0;0;0;
"01-01-2013 01h30";1;0;0;0;0;0;
"01-01-2013 01h45";1;0;0;0;0;0;
"01-01-2013 02h00";1;0;0;0;0;0;
"01-01-2013 02h15";2;0;0;0;0;0;
"01-01-2013 02h30";1;0;0;0;0;0;
"01-01-2013 02h45";1;0;0;0;0;0;
"01-01-2013 03h00";1;0;0;0;0;0;
"01-01-2013 03h15";2;0;0;0;0;0;
"01-01-2013 03h30";1;0;0;0;0;0;
"01-01-2013 03h45";1;0;0;0;0;0;
"01-01-2013 04h00";2;0;0;0;0;0;
"01-01-2013 04h15";1;0;0;0;0;0;
"01-01-2013 04h30";1;0;0;0;0;0;
"01-01-2013 04h45";1;0;0;0;0;0;
"01-01-2013 05h00";2;0;0;0;0;0;
"01-01-2013 05h15";1;0;0;0;0;0;
"01-01-2013 05h30";1;0;0;0;0;0;
"01-01-2013 05h45";1;0;0;0;0;0;
"01-01-2013 06h00";2;0;0;0;0;0;
"01-01-2013 06h15";1;0;0;0;0;0;
"01-01-2013 06h30";1;0;0;0;0;0;
"01-01-2013 06h45";1;0;0;0;0;0;
"01-01-2013 07h00";1;0;0;0;0;0;
"01-01-2013 07h15";2;0;0;0;0;0;
"01-01-2013 07h30";1;0;0;0;0;0;
"01-01-2013 07h45";79;0;0;0;0;0;
"01-01-2013 08h00";83;0;0;0;0;0;
"01-01-2013 08h15";11;0;0;0;0;0;
"01-01-2013 08h30";13;0;0;0;0;0;
"01-01-2013 08h45";45;0;0;0;0;0;
"01-01-2013 09h00";12;0;0;0;0;0;
"01-01-2013 09h15";35;0;0;0;0;0;
"01-01-2013 09h30";22;0;0;0;0;0;
"01-01-2013 09h45";26;0;0;0;0;0;
"01-01-2013 10h00";30;0;0;0;0;0;
"01-01-2013 10h15";21;0;0;0;0;0;
"01-01-2013 10h30";37;0;0;0;0;0;
"01-01-2013 10h45";17;0;0;0;0;0;
"01-01-2013 11h00";40;0;0;0;0;0;
"01-01-2013 11h15";11;0;0;0;0;0;
"01-01-2013 11h30";42;0;0;0;0;0;
"01-01-2013 11h45";13;0;0;0;0;0;
"01-01-2013 12h00";33;0;0;0;0;0;
"01-01-2013 12h15";24;0;0;0;0;0;
"01-01-2013 12h30";24;0;0;0;0;0;
