"Data-Hora";"Activa";"Valida̤̣o";"Reactiva Indutiva";"Valida̤̣o";"Reactiva Capacitiva";"Valida̤̣o";
"01-01-2014 00h15";11;0;8;0;0;0;
"01-01-2014 00h30";9;0;7;0;0;0;
"01-01-2014 00h45";10;0;8;0;0;0;
"01-01-2014 01h00";12;0;9;0;0;0;
"01-01-2014 01h15";13;0;8;0;0;0;
"01-01-2014 01h30";14;0;10;0;0;0;
"01-01-2014 01h45";10;0;8;0;0;0;
"01-01-2014 02h00";10;0;7;0;0;0;
"01-01-2014 02h15";10;0;8;0;0;0;
"01-01-2014 02h30";9;0;7;0;0;0;
"01-01-2014 02h45";10;0;7;0;0;0;
"01-01-2014 03h00";11;0;9;0;0;0;
"01-01-2014 03h15";15;0;8;0;0;0;
"01-01-2014 03h30";15;0;8;0;0;0;
"01-01-2014 03h45";12;0;7;0;0;0;
"01-01-2014 04h00";12;0;9;0;0;0;
"01-01-2014 04h15";12;0;9;0;0;0;
"01-01-2014 04h30";12;0;11;0;0;0;
"01-01-2014 04h45";12;0;11;0;0;0;
"01-01-2014 05h00";12;0;10;0;0;0;
"01-01-2014 05h15";15;0;14;0;0;0;
"01-01-2014 05h30";14;0;12;0;0;0;
"01-01-2014 05h45";16;0;12;0;0;0;
"01-01-2014 06h00";13;0;11;0;0;0;
"01-01-2014 06h15";11;0;9;0;0;0;
"01-01-2014 06h30";10;0;7;0;0;0;
"01-01-2014 06h45";9;0;8;0;0;0;
"01-01-2014 07h00";10;0;8;0;0;0;
"01-01-2014 07h15";10;0;8;0;0;0;
"01-01-2014 07h30";12;0;8;0;0;0;
"01-01-2014 07h45";12;0;9;0;0;0;
"01-01-2014 08h00";10;0;9;0;0;0;
"01-01-2014 08h15";13;0;9;0;0;0;
"01-01-2014 08h30";10;0;8;0;0;0;
"01-01-2014 08h45";11;0;8;0;0;0;
"01-01-2014 09h00";10;0;7;0;0;0;
"01-01-2014 09h15";9;0;7;0;0;0;
"01-01-2014 09h30";10;0;8;0;0;0;
"01-01-2014 09h45";9;0;7;0;0;0;
"01-01-2014 10h00";12;0;7;0;0;0;
"01-01-2014 10h15";12;0;9;0;0;0;
"01-01-2014 10h30";10;0;8;0;0;0;
"01-01-2014 10h45";10;0;7;0;0;0;
"01-01-2014 11h00";9;0;7;0;0;0;
"01-01-2014 11h15";10;0;7;0;0;0;
"01-01-2014 11h30";12;0;10;0;0;0;
"01-01-2014 11h45";14;0;9;0;0;0;
"01-01-2014 12h00";13;0;10;0;0;0;
"01-01-2014 12h15";12;0;9;0;0;0;
"01-01-2014 12h30";14;0;8;0;0;0;
"01-01-2014 12h45";78;0;8;0;0;0;
"01-01-2014 13h00";48;0;9;0;0;0;
"01-01-2014 13h15";65;0;9;0;0;0;
"01-01-2014 13h30";48;0;8;0;0;0;
"01-01-2014 13h45";49;0;10;0;0;0;
"01-01-2014 14h00";49;0;10;0;0;0;
"01-01-2014 14h15";54;0;9;0;0;0;
"01-01-2014 14h30";57;0;11;0;0;0;
"01-01-2014 14h45";47;0;11;0;0;0;
"01-01-2014 15h00";54;0;10;0;0;0;
"01-01-2014 15h15";46;0;9;0;0;0;
"01-01-2014 15h30";57;0;10;0;0;0;
"01-01-2014 15h45";50;0;10;0;0;0;
"01-01-2014 16h00";54;0;9;0;0;0;
"01-01-2014 16h15";54;0;11;0;0;0;
"01-01-2014 16h30";54;0;12;0;0;0;
"01-01-2014 16h45";54;0;11;0;0;0;
"01-01-2014 17h00";52;0;11;0;0;0;
"01-01-2014 17h15";58;0;10;0;0;0;
"01-01-2014 17h30";51;0;10;0;0;0;
"01-01-2014 17h45";46;0;10;0;0;0;
"01-01-2014 18h00";51;0;9;0;0;0;
"01-01-2014 18h15";55;0;10;0;0;0;
"01-01-2014 18h30";48;0;8;0;0;0;
"01-01-2014 18h45";52;0;10;0;0;0;
"01-01-2014 19h00";47;0;12;0;0;0;
"01-01-2014 19h15";47;0;10;0;0;0;
"01-01-2014 19h30";44;0;10;0;0;0;
"01-01-2014 19h45";47;0;11;0;0;0;
"01-01-2014 20h00";42;0;10;0;0;0;
"01-01-2014 20h15";53;0;11;0;0;0;
"01-01-2014 20h30";48;0;12;0;0;0;
"01-01-2014 20h45";52;0;11;0;0;0;
"01-01-2014 21h00";40;0;11;0;0;0;
"01-01-2014 21h15";37;0;10;0;0;0;
"01-01-2014 21h30";41;0;10;0;0;0;
"01-01-2014 21h45";38;0;10;0;0;0;
"01-01-2014 22h00";35;0;9;0;0;0;
"01-01-2014 22h15";37;0;11;0;0;0;
"01-01-2014 22h30";34;0;8;0;0;0;
"01-01-2014 22h45";39;0;10;0;0;0;
"01-01-2014 23h00";32;0;10;0;0;0;
"01-01-2014 23h15";34;0;10;0;0;0;
"01-01-2014 23h30";34;0;10;0;0;0;
"01-01-2014 23h45";31;0;10;0;0;0;
"01-01-2014 00h00";32;0;11;0;0;0;
"02-01-2014 00h15";21;0;10;0;0;0;
"02-01-2014 00h30";15;0;8;0;0;0;
"02-01-2014 00h45";14;0;7;0;0;0;
"02-01-2014 01h00";15;0;10;0;0;0;
"02-01-2014 01h15";11;0;7;0;0;0;
"02-01-2014 01h30";9;0;7;0;0;0;
"02-01-2014 01h45";8;0;6;0;0;0;
"02-01-2014 02h00";8;0;6;0;0;0;
"02-01-2014 02h15";9;0;7;0;0;0;
"02-01-2014 02h30";9;0;6;0;0;0;
