"Data-Hora";"Activa";"Valida̤̣o";"Reactiva Indutiva";"Valida̤̣o";"Reactiva Capacitiva";"Valida̤̣o";
"01-01-2012 00h15";36;0;27;0;0;0;
"01-01-2012 00h30";29;0;21;0;0;0;
"01-01-2012 00h45";30;0;21;0;0;0;
"01-01-2012 01h00";33;0;24;0;0;0;
"01-01-2012 01h15";34;0;24;0;0;0;
"01-01-2012 01h30";31;0;21;0;0;0;
"01-01-2012 01h45";32;0;21;0;0;0;
"01-01-2012 02h00";30;0;22;0;0;0;
"01-01-2012 02h15";30;0;23;0;0;0;
"01-01-2012 02h30";32;0;22;0;0;0;
"01-01-2012 02h45";35;0;25;0;0;0;
"01-01-2012 03h00";31;0;21;0;0;0;
"01-01-2012 03h15";31;0;20;0;0;0;
"01-01-2012 03h30";36;0;25;0;0;0;
"01-01-2012 03h45";29;0;19;0;0;0;
"01-01-2012 04h00";31;0;22;0;0;0;
"01-01-2012 04h15";31;0;21;0;0;0;
"01-01-2012 04h30";30;0;21;0;0;0;
"01-01-2012 04h45";29;0;21;0;0;0;
"01-01-2012 05h00";37;0;27;0;0;0;
"01-01-2012 05h15";30;0;21;0;0;0;
"01-01-2012 05h30";29;0;20;0;0;0;
"01-01-2012 05h45";29;0;21;0;0;0;
"01-01-2012 06h00";34;0;25;0;0;0;
"01-01-2012 06h15";32;0;23;0;0;0;
"01-01-2012 06h30";30;0;22;0;0;0;
"01-01-2012 06h45";29;0;20;0;0;0;
"01-01-2012 07h00";30;0;22;0;0;0;
"01-01-2012 07h15";28;0;20;0;0;0;
"01-01-2012 07h30";40;0;28;0;0;0;
"01-01-2012 07h45";33;0;22;0;0;0;
"01-01-2012 08h00";39;0;29;0;0;0;
"01-01-2012 08h15";31;0;21;0;0;0;
"01-01-2012 08h30";38;0;28;0;0;0;
"01-01-2012 08h45";30;0;21;0;0;0;
"01-01-2012 09h00";61;0;27;0;0;0;
"01-01-2012 09h15";59;0;26;0;0;0;
"01-01-2012 09h30";55;0;24;0;0;0;
"01-01-2012 09h45";60;0;30;0;0;0;
"01-01-2012 10h00";46;0;23;0;0;0;
"01-01-2012 10h15";47;0;26;0;0;0;
"01-01-2012 10h30";52;0;29;0;0;0;
"01-01-2012 10h45";46;0;24;0;0;0;
"01-01-2012 11h00";44;0;23;0;0;0;
"01-01-2012 11h15";49;0;23;0;0;0;
"01-01-2012 11h30";45;0;24;0;0;0;
"01-01-2012 11h45";45;0;25;0;0;0;
"01-01-2012 12h00";42;0;23;0;0;0;
"01-01-2012 12h15";43;0;24;0;0;0;
"01-01-2012 12h30";44;0;24;0;0;0;
"01-01-2012 12h45";58;0;24;0;0;0;
"01-01-2012 13h00";63;0;30;0;0;0;
"01-01-2012 13h15";55;0;24;0;0;0;
"01-01-2012 13h30";53;0;24;0;0;0;
"01-01-2012 13h45";60;0;30;0;0;0;
"01-01-2012 14h00";51;0;25;0;0;0;
"01-01-2012 14h15";53;0;26;0;0;0;
"01-01-2012 14h30";46;0;24;0;0;0;
"01-01-2012 14h45";43;0;24;0;0;0;
"01-01-2012 15h00";52;0;30;0;0;0;
"01-01-2012 15h15";43;0;22;0;0;0;
"01-01-2012 15h30";49;0;30;0;0;0;
"01-01-2012 15h45";41;0;22;0;0;0;
"01-01-2012 16h00";42;0;22;0;0;0;
"01-01-2012 16h15";52;0;25;0;0;0;
"01-01-2012 16h30";43;0;25;0;0;0;
"01-01-2012 16h45";43;0;23;0;0;0;
"01-01-2012 17h00";46;0;25;0;0;0;
"01-01-2012 17h15";41;0;21;0;0;0;
"01-01-2012 17h30";50;0;29;0;0;0;
"01-01-2012 17h45";42;0;22;0;0;0;
"01-01-2012 18h00";39;0;21;0;0;0;
"01-01-2012 18h15";40;0;26;0;0;0;
"01-01-2012 18h30";29;0;18;0;0;0;
"01-01-2012 18h45";35;0;25;0;0;0;
"01-01-2012 19h00";28;0;18;0;0;0;
"01-01-2012 19h15";37;0;25;0;0;0;
"01-01-2012 19h30";30;0;18;0;0;0;
"01-01-2012 19h45";38;0;26;0;0;0;
"01-01-2012 20h00";28;0;19;0;0;0;
"01-01-2012 20h15";36;0;25;0;0;0;
"01-01-2012 20h30";28;0;19;0;0;0;
"01-01-2012 20h45";34;0;24;0;0;0;
"01-01-2012 21h00";35;0;24;0;0;0;
"01-01-2012 21h15";28;0;18;0;0;0;
"01-01-2012 21h30";35;0;25;0;0;0;
"01-01-2012 21h45";27;0;18;0;0;0;
"01-01-2012 22h00";34;0;24;0;0;0;
"01-01-2012 22h15";26;0;17;0;0;0;
"01-01-2012 22h30";32;0;23;0;0;0;
"01-01-2012 22h45";26;0;17;0;0;0;
"01-01-2012 23h00";27;0;17;0;0;0;
"01-01-2012 23h15";27;0;18;0;0;0;
"01-01-2012 23h30";28;0;19;0;0;0;
"01-01-2012 23h45";36;0;26;0;0;0;
"01-01-2012 00h00";28;0;19;0;0;0;
"02-01-2012 00h15";26;0;18;0;0;0;
"02-01-2012 00h30";27;0;17;0;0;0;
"02-01-2012 00h45";25;0;18;0;0;0;
"02-01-2012 01h00";27;0;18;0;0;0;
"02-01-2012 01h15";26;0;18;0;0;0;
"02-01-2012 01h30";27;0;17;0;0;0;
"02-01-2012 01h45";27;0;18;0;0;0;
"02-01-2012 02h00";26;0;18;0;0;0;
"02-01-2012 02h15";30;0;21;0;0;0;
"02-01-2012 02h30";34;0;25;0;0;0;
"02-01-2012 02h45";26;0;16;0;0;0;
"02-01-2012 03h00";28;0;18;0;0;0;
"02-01-2012 03h15";29;0;18;0;0;0;
"02-01-2012 03h30";27;0;18;0;0;0;
"02-01-2012 03h45";25;0;18;0;0;0;
"02-01-2012 04h00";27;0;18;0;0;0;
"02-01-2012 04h15";26;0;18;0;0;0;
"02-01-2012 04h30";26;0;18;0;0;0;
"02-01-2012 04h45";31;0;22;0;0;0;
"02-01-2012 05h00";28;0;18;0;0;0;
"02-01-2012 05h15";25;0;17;0;0;0;
"02-01-2012 05h30";27;0;18;0;0;0;
"02-01-2012 05h45";26;0;18;0;0;0;
"02-01-2012 06h00";25;0;17;0;0;0;
"02-01-2012 06h15";33;0;25;0;0;0;
