"Data-Hora";"Activa";"Valida̤̣o";"Reactiva Indutiva";"Valida̤̣o";"Reactiva Capacitiva";"Valida̤̣o";
"01-01-2014 00h15";400;0;191;0;0;0;
"01-01-2014 00h30";380;0;192;0;0;0;
"01-01-2014 00h45";263;0;106;0;0;0;
"01-01-2014 01h00";248;0;97;0;0;0;
"01-01-2014 01h15";248;0;102;0;0;0;
"01-01-2014 01h30";248;0;96;0;0;0;
"01-01-2014 01h45";252;0;100;0;0;0;
"01-01-2014 02h00";244;0;103;0;0;0;
"01-01-2014 02h15";244;0;101;0;0;0;
"01-01-2014 02h30";249;0;101;0;0;0;
"01-01-2014 02h45";240;0;110;0;0;0;
"01-01-2014 03h00";248;0;108;0;0;0;
"01-01-2014 03h15";240;0;108;0;0;0;
"01-01-2014 03h30";245;0;107;0;0;0;
"01-01-2014 03h45";248;0;108;0;0;0;
"01-01-2014 04h00";248;0;100;0;0;0;
"01-01-2014 04h15";252;0;117;0;0;0;
"01-01-2014 04h30";241;0;116;0;0;0;
"01-01-2014 04h45";248;0;115;0;0;0;
"01-01-2014 05h00";245;0;119;0;0;0;
"01-01-2014 05h15";252;0;117;0;0;0;
"01-01-2014 05h30";253;0;117;0;0;0;
"01-01-2014 05h45";261;0;117;0;0;0;
"01-01-2014 06h00";260;0;137;0;0;0;
"01-01-2014 06h15";269;0;123;0;0;0;
"01-01-2014 06h30";264;0;121;0;0;0;
"01-01-2014 06h45";252;0;122;0;0;0;
"01-01-2014 07h00";265;0;117;0;0;0;
"01-01-2014 07h15";260;0;127;0;0;0;
"01-01-2014 07h30";248;0;113;0;0;0;
"01-01-2014 07h45";261;0;112;0;0;0;
"01-01-2014 08h00";256;0;123;0;0;0;
"01-01-2014 08h15";265;0;120;0;0;0;
"01-01-2014 08h30";260;0;109;0;0;0;
"01-01-2014 08h45";260;0;116;0;0;0;
"01-01-2014 09h00";261;0;107;0;0;0;
"01-01-2014 09h15";260;0;109;0;0;0;
"01-01-2014 09h30";260;0;104;0;0;0;
"01-01-2014 09h45";261;0;102;0;0;0;
"01-01-2014 10h00";268;0;97;0;0;0;
"01-01-2014 10h15";264;0;102;0;0;0;
"01-01-2014 10h30";256;0;84;0;0;0;
"01-01-2014 10h45";252;0;90;0;0;0;
"01-01-2014 11h00";260;0;85;0;0;0;
"01-01-2014 11h15";275;0;83;0;0;0;
"01-01-2014 11h30";272;0;76;0;0;0;
"01-01-2014 11h45";272;0;81;0;0;0;
"01-01-2014 12h00";400;0;98;0;0;0;
"01-01-2014 12h15";423;0;90;0;0;0;
"01-01-2014 12h30";412;0;89;0;0;0;
"01-01-2014 12h45";404;0;96;0;0;0;
"01-01-2014 13h00";411;0;97;0;0;0;
"01-01-2014 13h15";408;0;87;0;0;0;
"01-01-2014 13h30";400;0;89;0;0;0;
"01-01-2014 13h45";408;0;90;0;0;0;
"01-01-2014 14h00";412;0;98;0;0;0;
"01-01-2014 14h15";416;0;91;0;0;0;
"01-01-2014 14h30";420;0;100;0;0;0;
"01-01-2014 14h45";424;0;107;0;0;0;
"01-01-2014 15h00";432;0;104;0;0;0;
"01-01-2014 15h15";431;0;105;0;0;0;
"01-01-2014 15h30";432;0;109;0;0;0;
"01-01-2014 15h45";441;0;109;0;0;0;
"01-01-2014 16h00";456;0;116;0;0;0;
"01-01-2014 16h15";484;0;147;0;0;0;
"01-01-2014 16h30";464;0;144;0;0;0;
"01-01-2014 16h45";476;0;143;0;0;0;
"01-01-2014 17h00";483;0;154;0;0;0;
"01-01-2014 17h15";544;0;232;0;0;0;
"01-01-2014 17h30";536;0;220;0;0;0;
"01-01-2014 17h45";565;0;239;0;0;0;
