"Data-Hora";"Activa";"Valida̤̣o";"Reactiva Indutiva";"Valida̤̣o";"Reactiva Capacitiva";"Valida̤̣o";
"01-01-2013 00h15";136;0;0;0;0;0;
"01-01-2013 00h30";127;0;0;0;0;0;
"01-01-2013 00h45";130;0;0;0;0;0;
"01-01-2013 01h00";127;0;0;0;0;0;
"01-01-2013 01h15";122;0;0;0;0;0;
"01-01-2013 01h30";123;0;0;0;0;0;
"01-01-2013 01h45";118;0;0;0;0;0;
"01-01-2013 02h00";123;0;0;0;0;0;
"01-01-2013 02h15";113;0;0;0;0;0;
"01-01-2013 02h30";117;0;0;0;0;0;
"01-01-2013 02h45";114;0;0;0;0;0;
"01-01-2013 03h00";106;0;0;0;0;0;
"01-01-2013 03h15";102;0;0;0;0;0;
"01-01-2013 03h30";99;0;0;0;0;0;
"01-01-2013 03h45";93;0;0;0;0;0;
"01-01-2013 04h00";92;0;0;0;0;0;
"01-01-2013 04h15";86;0;0;0;0;0;
"01-01-2013 04h30";89;0;0;0;0;0;
"01-01-2013 04h45";91;0;0;0;0;0;
"01-01-2013 05h00";91;0;0;0;0;0;
"01-01-2013 05h15";88;0;0;0;0;0;
"01-01-2013 05h30";86;0;0;0;0;0;
"01-01-2013 05h45";81;0;0;0;0;0;
"01-01-2013 06h00";80;0;0;0;0;0;
"01-01-2013 06h15";77;0;0;0;0;0;
"01-01-2013 06h30";72;0;0;0;0;0;
"01-01-2013 06h45";75;0;0;0;0;0;
"01-01-2013 07h00";85;0;0;0;0;0;
"01-01-2013 07h15";85;0;0;0;0;0;
"01-01-2013 07h30";88;0;0;0;0;0;
"01-01-2013 07h45";87;0;0;0;0;0;
"01-01-2013 08h00";94;0;0;0;0;0;
"01-01-2013 08h15";84;0;0;0;0;0;
"01-01-2013 08h30";76;0;0;0;0;0;
"01-01-2013 08h45";82;0;0;0;0;0;
"01-01-2013 09h00";97;0;0;0;0;0;
"01-01-2013 09h15";90;0;0;0;0;0;
"01-01-2013 09h30";96;0;0;0;0;0;
"01-01-2013 09h45";96;0;0;0;0;0;
"01-01-2013 10h00";102;0;0;0;0;0;
"01-01-2013 10h15";114;0;0;0;0;0;
"01-01-2013 10h30";119;0;0;0;0;0;
"01-01-2013 10h45";112;0;0;0;0;0;
"01-01-2013 11h00";111;0;0;0;0;0;
"01-01-2013 11h15";122;0;0;0;0;0;
"01-01-2013 11h30";128;0;0;0;0;0;
"01-01-2013 11h45";124;0;0;0;0;0;
"01-01-2013 12h00";128;0;0;0;0;0;
"01-01-2013 12h15";135;0;0;0;0;0;
"01-01-2013 12h30";133;0;0;0;0;0;
"01-01-2013 12h45";131;0;0;0;0;0;
"01-01-2013 13h00";121;0;0;0;0;0;
"01-01-2013 13h15";107;0;0;0;0;0;
"01-01-2013 13h30";101;0;0;0;0;0;
"01-01-2013 13h45";95;0;0;0;0;0;
"01-01-2013 14h00";89;0;0;0;0;0;
"01-01-2013 14h15";82;0;0;0;0;0;
"01-01-2013 14h30";76;0;0;0;0;0;
"01-01-2013 14h45";86;0;0;0;0;0;
"01-01-2013 15h00";82;0;0;0;0;0;
"01-01-2013 15h15";88;0;0;0;0;0;
"01-01-2013 15h30";89;0;0;0;0;0;
"01-01-2013 15h45";86;0;0;0;0;0;
"01-01-2013 16h00";84;0;0;0;0;0;
"01-01-2013 16h15";80;0;0;0;0;0;
"01-01-2013 16h30";84;0;0;0;0;0;
"01-01-2013 16h45";83;0;0;0;0;0;
"01-01-2013 17h00";84;0;0;0;0;0;
"01-01-2013 17h15";87;0;0;0;0;0;
"01-01-2013 17h30";101;0;0;0;0;0;
"01-01-2013 17h45";114;0;0;0;0;0;
"01-01-2013 18h00";115;0;0;0;0;0;
"01-01-2013 18h15";115;0;0;0;0;0;
"01-01-2013 18h30";123;0;0;0;0;0;
"01-01-2013 18h45";125;0;0;0;0;0;
"01-01-2013 19h00";125;0;0;0;0;0;
"01-01-2013 19h15";134;0;0;0;0;0;
"01-01-2013 19h30";125;0;0;0;0;0;
"01-01-2013 19h45";129;0;0;0;0;0;
"01-01-2013 20h00";125;0;0;0;0;0;
"01-01-2013 20h15";132;0;0;0;0;0;
"01-01-2013 20h30";140;0;0;0;0;0;
"01-01-2013 20h45";178;0;0;0;0;0;
"01-01-2013 21h00";160;0;0;0;0;0;
"01-01-2013 21h15";160;0;0;0;0;0;
"01-01-2013 21h30";149;0;0;0;0;0;
"01-01-2013 21h45";143;0;0;0;0;0;
"01-01-2013 22h00";158;0;0;0;0;0;
