"Data-Hora";"Activa";"Valida̤̣o";"Reactiva Indutiva";"Valida̤̣o";"Reactiva Capacitiva";"Valida̤̣o";
"01-01-2014 00h15";517;0;172;0;0;0;
"01-01-2014 00h30";557;0;179;0;0;0;
"01-01-2014 00h45";536;0;178;0;0;0;
"01-01-2014 01h00";556;0;176;0;0;0;
"01-01-2014 01h15";524;0;167;0;0;0;
"01-01-2014 01h30";522;0;169;0;0;0;
"01-01-2014 01h45";515;0;170;0;0;0;
"01-01-2014 02h00";557;0;174;0;0;0;
"01-01-2014 02h15";523;0;181;0;0;0;
"01-01-2014 02h30";530;0;175;0;0;0;
"01-01-2014 02h45";515;0;171;0;0;0;
"01-01-2014 03h00";507;0;167;0;0;0;
"01-01-2014 03h15";494;0;155;0;0;0;
"01-01-2014 03h30";493;0;154;0;0;0;
"01-01-2014 03h45";507;0;166;0;0;0;
"01-01-2014 04h00";506;0;166;0;0;0;
"01-01-2014 04h15";486;0;165;0;0;0;
"01-01-2014 04h30";462;0;147;0;0;0;
"01-01-2014 04h45";474;0;160;0;0;0;
"01-01-2014 05h00";487;0;169;0;0;0;
"01-01-2014 05h15";475;0;161;0;0;0;
"01-01-2014 05h30";480;0;167;0;0;0;
"01-01-2014 05h45";470;0;155;0;0;0;
"01-01-2014 06h00";483;0;169;0;0;0;
"01-01-2014 06h15";482;0;166;0;0;0;
"01-01-2014 06h30";472;0;158;0;0;0;
"01-01-2014 06h45";469;0;158;0;0;0;
"01-01-2014 07h00";487;0;169;0;0;0;
"01-01-2014 07h15";498;0;167;0;0;0;
"01-01-2014 07h30";489;0;166;0;0;0;
"01-01-2014 07h45";483;0;170;0;0;0;
"01-01-2014 08h00";485;0;173;0;0;0;
"01-01-2014 08h15";506;0;179;0;0;0;
"01-01-2014 08h30";513;0;181;0;0;0;
"01-01-2014 08h45";499;0;171;0;0;0;
"01-01-2014 09h00";525;0;176;0;0;0;
"01-01-2014 09h15";546;0;179;0;0;0;
"01-01-2014 09h30";574;0;197;0;0;0;
"01-01-2014 09h45";528;0;189;0;0;0;
"01-01-2014 10h00";513;0;184;0;0;0;
"01-01-2014 10h15";529;0;183;0;0;0;
"01-01-2014 10h30";556;0;183;0;0;0;
"01-01-2014 10h45";584;0;196;0;0;0;
"01-01-2014 11h00";581;0;197;0;0;0;
"01-01-2014 11h15";557;0;185;0;0;0;
"01-01-2014 11h30";559;0;186;0;0;0;
"01-01-2014 11h45";543;0;183;0;0;0;
"01-01-2014 12h00";586;0;197;0;0;0;
"01-01-2014 12h15";576;0;194;0;0;0;
"01-01-2014 12h30";560;0;190;0;0;0;
"01-01-2014 12h45";547;0;186;0;0;0;
"01-01-2014 13h00";538;0;182;0;0;0;
"01-01-2014 13h15";550;0;197;0;0;0;
"01-01-2014 13h30";531;0;187;0;0;0;
"01-01-2014 13h45";514;0;182;0;0;0;
"01-01-2014 14h00";523;0;179;0;0;0;
"01-01-2014 14h15";538;0;184;0;0;0;
"01-01-2014 14h30";542;0;188;0;0;0;
"01-01-2014 14h45";533;0;184;0;0;0;
"01-01-2014 15h00";514;0;177;0;0;0;
"01-01-2014 15h15";503;0;174;0;0;0;
"01-01-2014 15h30";527;0;181;0;0;0;
