"Data-Hora";"Activa";"Valida̤̣o";"Reactiva Indutiva";"Valida̤̣o";"Reactiva Capacitiva";"Valida̤̣o";
"01-01-2013 00h15";459;0;148;0;0;0;
"01-01-2013 00h30";502;0;142;0;0;0;
"01-01-2013 00h45";516;0;141;0;0;0;
"01-01-2013 01h00";505;0;137;0;0;0;
"01-01-2013 01h15";493;0;139;0;0;0;
"01-01-2013 01h30";495;0;142;0;0;0;
"01-01-2013 01h45";500;0;149;0;0;0;
"01-01-2013 02h00";490;0;155;0;0;0;
"01-01-2013 02h15";482;0;151;0;0;0;
"01-01-2013 02h30";483;0;162;0;0;0;
"01-01-2013 02h45";476;0;163;0;0;0;
"01-01-2013 03h00";481;0;170;0;0;0;
"01-01-2013 03h15";482;0;167;0;0;0;
"01-01-2013 03h30";476;0;157;0;0;0;
"01-01-2013 03h45";468;0;156;0;0;0;
"01-01-2013 04h00";469;0;164;0;0;0;
"01-01-2013 04h15";467;0;154;0;0;0;
"01-01-2013 04h30";488;0;152;0;0;0;
"01-01-2013 04h45";478;0;152;0;0;0;
"01-01-2013 05h00";469;0;156;0;0;0;
"01-01-2013 05h15";469;0;155;0;0;0;
"01-01-2013 05h30";467;0;147;0;0;0;
"01-01-2013 05h45";470;0;145;0;0;0;
"01-01-2013 06h00";461;0;149;0;0;0;
"01-01-2013 06h15";436;0;156;0;0;0;
"01-01-2013 06h30";438;0;147;0;0;0;
"01-01-2013 06h45";459;0;145;0;0;0;
"01-01-2013 07h00";477;0;151;0;0;0;
"01-01-2013 07h15";427;0;139;0;0;0;
"01-01-2013 07h30";426;0;142;0;0;0;
"01-01-2013 07h45";429;0;143;0;0;0;
"01-01-2013 08h00";444;0;155;0;0;0;
"01-01-2013 08h15";442;0;151;0;0;0;
"01-01-2013 08h30";455;0;157;0;0;0;
"01-01-2013 08h45";448;0;155;0;0;0;
"01-01-2013 09h00";474;0;160;0;0;0;
"01-01-2013 09h15";482;0;159;0;0;0;
"01-01-2013 09h30";480;0;155;0;0;0;
"01-01-2013 09h45";476;0;151;0;0;0;
"01-01-2013 10h00";468;0;150;0;0;0;
"01-01-2013 10h15";461;0;140;0;0;0;
"01-01-2013 10h30";498;0;160;0;0;0;
"01-01-2013 10h45";479;0;147;0;0;0;
"01-01-2013 11h00";465;0;147;0;0;0;
"01-01-2013 11h15";487;0;136;0;0;0;
"01-01-2013 11h30";498;0;147;0;0;0;
"01-01-2013 11h45";499;0;148;0;0;0;
"01-01-2013 12h00";488;0;143;0;0;0;
"01-01-2013 12h15";483;0;141;0;0;0;
"01-01-2013 12h30";497;0;148;0;0;0;
"01-01-2013 12h45";500;0;145;0;0;0;
"01-01-2013 13h00";470;0;141;0;0;0;
"01-01-2013 13h15";458;0;146;0;0;0;
"01-01-2013 13h30";480;0;146;0;0;0;
"01-01-2013 13h45";483;0;146;0;0;0;
"01-01-2013 14h00";470;0;143;0;0;0;
"01-01-2013 14h15";479;0;152;0;0;0;
"01-01-2013 14h30";454;0;143;0;0;0;
"01-01-2013 14h45";447;0;138;0;0;0;
"01-01-2013 15h00";446;0;138;0;0;0;
"01-01-2013 15h15";437;0;134;0;0;0;
"01-01-2013 15h30";453;0;146;0;0;0;
"01-01-2013 15h45";463;0;143;0;0;0;
"01-01-2013 16h00";466;0;140;0;0;0;
"01-01-2013 16h15";465;0;142;0;0;0;
"01-01-2013 16h30";449;0;130;0;0;0;
"01-01-2013 16h45";460;0;135;0;0;0;
"01-01-2013 17h00";437;0;143;0;0;0;
"01-01-2013 17h15";446;0;151;0;0;0;
"01-01-2013 17h30";494;0;164;0;0;0;
"01-01-2013 17h45";500;0;159;0;0;0;
"01-01-2013 18h00";498;0;152;0;0;0;
"01-01-2013 18h15";465;0;149;0;0;0;
"01-01-2013 18h30";456;0;151;0;0;0;
"01-01-2013 18h45";459;0;153;0;0;0;
"01-01-2013 19h00";454;0;149;0;0;0;
"01-01-2013 19h15";455;0;151;0;0;0;
"01-01-2013 19h30";418;0;132;0;0;0;
"01-01-2013 19h45";394;0;120;0;0;0;
"01-01-2013 20h00";341;0;89;0;0;0;
"01-01-2013 20h15";311;0;82;0;0;0;
"01-01-2013 20h30";295;0;79;0;0;0;
"01-01-2013 20h45";293;0;71;0;0;0;
"01-01-2013 21h00";291;0;69;0;0;0;
"01-01-2013 21h15";317;0;81;0;0;0;
"01-01-2013 21h30";329;0;84;0;0;0;
"01-01-2013 21h45";314;0;78;0;0;0;
"01-01-2013 22h00";325;0;84;0;0;0;
"01-01-2013 22h15";303;0;77;0;0;0;
"01-01-2013 22h30";292;0;76;0;0;0;
"01-01-2013 22h45";287;0;80;0;0;0;
"01-01-2013 23h00";278;0;84;0;0;0;
"01-01-2013 23h15";273;0;80;0;0;0;
"01-01-2013 23h30";292;0;86;0;0;0;
"01-01-2013 23h45";292;0;76;0;0;0;
"01-01-2013 00h00";262;0;56;0;0;0;
"02-01-2013 00h15";267;0;59;0;0;0;
"02-01-2013 00h30";253;0;58;0;0;0;
"02-01-2013 00h45";264;0;58;0;0;0;
"02-01-2013 01h00";261;0;59;0;0;0;
"02-01-2013 01h15";251;0;56;0;0;0;
"02-01-2013 01h30";243;0;53;0;0;0;
"02-01-2013 01h45";239;0;53;0;0;0;
"02-01-2013 02h00";237;0;50;0;0;0;
"02-01-2013 02h15";233;0;48;0;0;0;
"02-01-2013 02h30";235;0;49;0;0;0;
"02-01-2013 02h45";233;0;49;0;0;0;
"02-01-2013 03h00";230;0;48;0;0;0;
"02-01-2013 03h15";231;0;55;0;0;0;
"02-01-2013 03h30";236;0;61;0;0;0;
"02-01-2013 03h45";235;0;60;0;0;0;
